EventID,Start_Time,End_Time,Year,Month,Facility_Code,Participant_Code,Status,Outage_Reason,Energy_Lost_MW,Description_Of_Outage,
810,2017-09-19 0:30,2017-09-18 13:30,2017,9,COLLGAR_WF1,COLLGAR,Approved,Forced,24,CG 3 - Bird Strike - Pole N24B,
811,2017-09-24 8:00,2017-10-02 7:30,2017,9,MELK_G7,MELK,Approved,Scheduled (Planned),7,Load Derate,
812,2017-09-17 16:00,2017-09-17 16:30,2017,9,TIWEST_COG1,TRMOS,Approved,Forced,35.06,Deviation from dispatch,
813,2017-09-16 5:30,2017-09-16 6:00,2017,9,TIWEST_COG1,TRMOS,Approved,Forced,32.04,Deviation from dispatch,
814,2017-09-16 22:00,2017-09-16 22:30,2017,9,TIWEST_COG1,TRMOS,Approved,Forced,33.36,Deviation from dispatch,
815,2017-09-16 15:00,2017-09-16 15:30,2017,9,TIWEST_COG1,TRMOS,Approved,Forced,30.72,Deviation from dispatch,
816,2017-09-14 3:30,2017-09-14 4:00,2017,9,TIWEST_COG1,TRMOS,Approved,Forced,35.76,Deviation from dispatch,
817,2017-09-15 0:00,2017-09-15 0:30,2017,9,TIWEST_COG1,TRMOS,Approved,Forced,33.64,Deviation from dispatch,
818,2017-09-12 16:30,2017-09-12 17:00,2017,9,TIWEST_COG1,TRMOS,Approved,Forced,33.52,Deviation from dispatch,
819,2017-09-11 14:00,2017-09-11 14:30,2017,9,TIWEST_COG1,TRMOS,Approved,Forced,33.14,Deviation from dispatch,
820,2017-10-13 7:00,2017-10-13 19:00,2017,10,TESLA_PICTON_G1,TSLA_MGT,Approved,Scheduled (Planned),40,EMDB 22kV Scheduled Maintenance,
821,2017-10-12 7:00,2017-10-12 19:00,2017,10,TESLA_PICTON_G1,TSLA_MGT,Approved,Scheduled (Planned),40,EMDB 22kV Scheduled Maintenance,
822,2017-10-11 7:00,2017-10-11 19:00,2017,10,TESLA_PICTON_G1,TSLA_MGT,Approved,Scheduled (Planned),40,EMDB 132kV Scheduled Maintenance,
823,2017-10-10 7:00,2017-10-10 19:00,2017,10,TESLA_PICTON_G1,TSLA_MGT,Approved,Scheduled (Planned),40,EMDB 132kV Scheduled Maintenance,
824,2017-10-09 7:00,2017-10-09 19:00,2017,10,TESLA_PICTON_G1,TSLA_MGT,Approved,Scheduled (Planned),40,EMDB 132kV Scheduled Maintenance,
825,2017-09-20 13:00,2017-09-20 13:30,2017,9,KORL_GT3,KORL,Approved,Opportunistic Maintenance (Planned),100.1,ODOM,
826,2017-09-13 12:30,2017-09-13 1:00,2017,9,BW1_GREENWATERS_G2,GW,Approved,Forced,41,GT2 unavailable due to fire protection fault,
827,2017-09-15 12:30,2017-09-15 12:30,2017,9,BW1_GREENWATERS_G2,GW,Approved,Forced,30.275,Operational Issues caused real time forced outage.,
828,2017-09-13 1:30,2017-09-13 1:30,2017,9,BW1_GREENWATERS_G2,GW,Approved,Forced,30.313,Operational Issues caused real time forced outage.,
829,2017-09-13 1:00,2017-09-13 1:00,2017,9,BW1_GREENWATERS_G2,GW,Approved,Forced,27.65,Operational Issues caused real time forced outage.,
830,2017-09-19 10:00,2017-09-20 3:00,2017,9,TIWEST_COG1,TRMOS,Approved,Forced,42.1,"Loss of Power to GT Speedtronic controls
",
831,2017-09-07 14:00,2017-09-07 14:30,2017,9,KORL_GT3,KORL,Approved,Forced,100.1,FO,
832,2017-09-16 17:00,2017-09-18 16:00,2017,9,PJRH_GT11,PJRH,Approved,Forced,118.609,FO,
833,2017-09-16 9:30,2017-09-16 9:30,2017,9,PJRH_GT11,PJRH,Approved,Forced,24.8,FO,
834,2017-09-15 20:00,2017-09-15 20:00,2017,9,PJRH_GT11,PJRH,Approved,Forced,4.96,FO,
835,2017-09-15 20:30,2017-09-16 9:00,2017,9,PJRH_GT11,PJRH,Approved,Forced,37.2,FO,
836,2017-09-12 9:30,2017-09-12 15:00,2017,9,KORL_GT3,KORL,Approved,Opportunistic Maintenance (Planned),100.1,ODOM,
837,2017-09-12 17:00,2017-09-12 19:00,2017,9,STHRNCRS_EG,STHRNCRS,Approved,Forced,23,Unit tripped after being returned-to-service following a planned outage.,
838,2017-09-18 7:30,2017-09-18 9:30,2017,9,MWF_MUMBIDA_WF1,MCG,Approved,Forced,55,FO,
839,2017-09-14 10:00,2017-09-14 13:00,2017,9,MWF_MUMBIDA_WF1,MCG,Approved,Forced,55,transformer trip,
840,2017-09-14 9:30,2017-09-14 9:30,2017,9,MWF_MUMBIDA_WF1,MCG,Approved,Forced,18.333,transformer trip,
841,2017-10-02 8:00,2017-10-03 7:30,2017,10,BW1_GREENWATERS_G2,GW,Approved,Scheduled (Planned),156,PD testing,
842,2017-09-11 13:30,2017-09-11 16:30,2017,9,STHRNCRS_EG,STHRNCRS,Approved,Forced,8,An unplanned load increase (?behind-the-fence?) led to a reduction in available capacity.,
843,2017-09-06 14:30,2017-09-07 7:30,2017,9,STHRNCRS_EG,STHRNCRS,Approved,Forced,8,An unplanned load increase (?behind-the-fence?) led to a reduction in available capacity.,
844,2017-09-08 8:00,2017-09-08 8:00,2017,9,AURICON_PNJ_U1,AURICON,Approved,Forced,131.232,slow to ramp up,
845,2017-10-14 6:00,2017-10-14 6:30,2017,10,AURICON_PNJ_U1,AURICON,Approved,Scheduled (Planned),44.6,general maintenance,
846,2017-10-13 16:30,2017-10-13 18:00,2017,10,AURICON_PNJ_U1,AURICON,Approved,Scheduled (Planned),44.6,general maintenance,
847,2017-10-13 6:00,2017-10-13 6:30,2017,10,AURICON_PNJ_U1,AURICON,Approved,Scheduled (Planned),44.6,general maintenance,
848,2017-10-12 16:30,2017-10-12 18:00,2017,10,AURICON_PNJ_U1,AURICON,Approved,Scheduled (Planned),44.6,general maintenance,
849,2017-10-12 6:00,2017-10-12 6:30,2017,10,AURICON_PNJ_U1,AURICON,Approved,Scheduled (Planned),44.6,general maintenance,
850,2017-10-11 5:00,2017-10-11 18:30,2017,10,AURICON_PNJ_U1,AURICON,Approved,Scheduled (Planned),44.6,general maintenance,
851,2017-10-11 0:30,2017-10-10 18:30,2017,10,AURICON_PNJ_U1,AURICON,Approved,Scheduled (Planned),44.6,general maintenance,
852,2017-10-10 5:00,2017-10-10 6:30,2017,10,AURICON_PNJ_U1,AURICON,Approved,Scheduled (Planned),44.6,general maintenance,
853,2017-09-14 23:00,2017-09-14 23:00,2017,9,AUXC_WGP,AUXC,Approved,Forced,8.5,Refinery Steam and Power Imbalance.,
854,2017-09-15 14:30,2017-09-15 15:00,2017,9,PJRH_GT11,PJRH,Approved,Forced,18.6,FO,
855,2017-09-13 22:30,2017-09-13 22:30,2017,9,AUXC_WGP,AUXC,Approved,Forced,9.65,Refinery Steam Power Imbalance.,
856,2017-09-13 22:00,2017-09-13 22:00,2017,9,AUXC_WGP,AUXC,Approved,Forced,8.78,Refinery Steam Power Imbalance.,
857,2017-09-12 7:00,2017-09-12 7:00,2017,9,KORL_GT3,KORL,Approved,Forced,26.46,FO,
858,2017-09-12 6:30,2017-09-12 6:30,2017,9,KORL_GT3,KORL,Approved,Forced,44.1,FO,
859,2017-09-12 6:00,2017-09-12 6:00,2017,9,KORL_GT3,KORL,Approved,Forced,35.28,FO,
860,2017-09-07 16:30,2017-09-07 16:30,2017,9,AURICON_PNJ_U1,AURICON,Approved,Forced,144.518,Unit slow to ramp up.,
861,2017-09-09 15:30,2017-09-09 16:00,2017,9,TIWEST_COG1,TRMOS,Approved,Forced,30.63,System Management IT Issues,
862,2017-09-08 5:00,2017-09-08 5:30,2017,9,TIWEST_COG1,TRMOS,Approved,Forced,35.39,Deviation from dispatch,
863,2017-09-07 9:00,2017-09-07 9:30,2017,9,TIWEST_COG1,TRMOS,Approved,Forced,30.33,Deviation from dispatch,
864,2017-09-25 8:00,2017-09-26 15:30,2017,9,PJRH_GT11,PJRH,Approved,Scheduled (Planned),118.609,Exh Insp,
865,2017-09-26 8:00,2017-09-30 7:30,2017,9,MELK_G7,MELK,Approved,Forced,55,Safety Issues,
866,2017-09-26 8:00,2017-09-30 7:30,2017,9,MELK_G7,MELK,Approved,Forced,55,Safety Issues,
867,2017-09-26 8:00,2017-09-30 7:30,2017,9,MELK_G7,MELK,Approved,Forced,55,Safety Issues,
868,2017-09-26 8:00,2017-09-30 7:30,2017,9,MELK_G7,MELK,Approved,Forced,55,Safety Issues,
869,2017-09-19 11:00,2017-09-22 7:30,2017,9,BW1_GREENWATERS_G2,GW,Approved,Scheduled (Planned),0,Governor testing,
870,2017-09-19 11:00,2017-09-19 11:00,2017,9,BW1_GREENWATERS_G2,GW,Approved,Scheduled (Planned),342,Governor edits and testing,
871,2017-09-18 11:00,2017-09-22 7:30,2017,9,BW1_GREENWATERS_G2,GW,Cancelled By Market Participant,Scheduled (Planned),0,Governor testing,
872,2017-09-18 11:00,2017-09-18 11:00,2017,9,BW1_GREENWATERS_G2,GW,Cancelled By Market Participant,Scheduled (Planned),342,Governor edits and testing,
873,2017-12-08 22:00,2017-12-15 21:30,2017,12,PMC_AG,PMC,Cancelled By Market Participant,Scheduled (Planned),335,Major Annual Outage (B Inspection),
874,2017-12-01 12:00,2017-12-02 13:30,2017,12,PMC_AG,PMC,Approved,Scheduled (Planned),335,Major Annual Outage (B Inspection),
875,2017-11-24 22:00,2017-11-30 23:30,2017,11,PMC_AG,PMC,Approved,Scheduled (Planned),335,Major Annual Outage (B Inspection),
876,2017-09-12 22:30,2017-09-13 6:00,2017,9,TESLA_PICTON_G1,TSLA_MGT,Approved,Consequential,9.9,Enable signal was removed by Western Power. Site cannot operate without enable signal. Will request conversion to consequential.,
877,2017-09-12 10:30,2017-09-12 15:00,2017,9,KORL_GT3,KORL,Rejected,Opportunistic Maintenance (Planned),100.1,ODOM,
878,2017-09-04 9:30,2017-09-04 9:30,2017,9,AURICON_PNJ_U1,AURICON,Approved,Forced,40.796,Unit slow to ramp up.,
879,2017-10-09 14:30,2017-10-09 17:00,2017,10,PJRH_GT11,PJRH,Approved,Scheduled (Planned),0,DBP Outage- Unit available on Diesel only,
880,2017-10-12 7:00,2017-10-13 14:30,2017,10,PJRH_GT11,PJRH,Approved,Scheduled (Planned),0,DBP Outage- Unit available on Diesel only,
881,2017-10-23 7:00,2017-10-23 14:30,2017,10,PJRH_GT11,PJRH,Approved,Scheduled (Planned),0,DBP Outage- Unit available on Diesel only,
882,2017-10-11 7:00,2017-10-11 14:30,2017,10,PJRH_GT11,PJRH,Approved,Scheduled (Planned),0,DBP Outage- Unit available on Diesel only,
883,2017-10-10 7:00,2017-10-10 14:30,2017,10,PJRH_GT11,PJRH,Approved,Scheduled (Planned),0,DBP Outage- Unit available on Diesel only,
884,2017-10-09 7:00,2017-10-09 14:30,2017,10,PJRH_GT11,PJRH,Approved,Scheduled (Planned),0,DBP Outage- Unit available on Diesel only,
885,2017-10-09 7:00,2017-10-09 14:30,2017,10,PJRH_GT11,PJRH,Approved,Scheduled (Planned),0,DBP Outage- Unit available on Diesel only,
886,2017-10-19 7:00,2017-10-19 14:30,2017,10,PJRH_GT11,PJRH,Approved,Scheduled (Planned),127,DBP Outage,
887,2017-10-18 7:00,2017-10-18 14:30,2017,10,PJRH_GT11,PJRH,Cancelled By Market Participant,Scheduled (Planned),116,DBP Outage,
888,2017-09-05 14:00,2017-09-05 21:00,2017,9,COLLGAR_WF1,COLLGAR,Approved,Opportunistic Maintenance (Planned),184,Maintenance of Circuit Breakers and works on the 33kV incomer cable - coincided with WP Forced Outage. ,
889,2017-09-07 0:00,2017-09-07 17:00,2017,9,COLLGAR_WF1,COLLGAR,Approved,Forced,15,CG 2 - Failed HV termination on Pole N47 - Repair Works,
890,2017-09-04 7:00,2017-09-07 17:00,2017,9,COLLGAR_WF1,COLLGAR,Approved,Forced,22,CG 1 - Failed HV termination on Pole N47,
891,2017-09-04 7:00,2017-09-04 11:00,2017,9,COLLGAR_WF1,COLLGAR,Approved,Forced,15,CG 2 - Failed HV termination on Pole N47,
892,2017-09-04 7:00,2017-09-04 7:30,2017,9,COLLGAR_WF1,COLLGAR,Approved,Forced,24,CG 3 - Bird Strike,
893,2017-10-09 7:30,2017-10-11 15:30,2017,10,TESLA_PICTON_G1,TSLA_MGT,Approved,Scheduled (Planned),9.9,"Western Power Outage. ENAR: 315356 MPI: 235728.
Requested by David Willey",
894,2017-09-15 8:00,2017-09-26 7:30,2017,9,MELK_G7,MELK,Approved,Forced,55,Safety Issues,
895,2017-09-15 8:00,2017-09-26 7:30,2017,9,MELK_G7,MELK,Approved,Forced,55,Safety Issues,
896,2017-09-15 8:00,2017-09-26 7:30,2017,9,MELK_G7,MELK,Approved,Forced,55,Safety Issues,
897,2017-09-15 8:00,2017-09-26 7:30,2017,9,MELK_G7,MELK,Approved,Forced,55,Safety Issues,
898,2017-12-08 20:00,2017-12-14 7:30,2017,12,MELK_G7,MELK,Cancelled By Market Participant,Scheduled (Planned),227,Pre Summer Outage,
899,2017-12-01 20:00,2017-12-07 7:30,2017,12,MELK_G7,MELK,Cancelled By Market Participant,Scheduled (Planned),227,Pre Summer Outage,
900,2017-09-15 20:00,2017-10-24 7:30,2017,9,MELK_G7,MELK,Approved,Scheduled (Planned),205.9,Unit overhaul - Includes dual outage with M5,
901,2017-09-09 11:00,2017-09-09 11:00,2017,9,KORL_GT3,KORL,Approved,Forced,16.17,FO,
902,2017-09-09 10:00,2017-09-09 10:00,2017,9,KORL_GT3,KORL,Approved,Forced,41.16,FO,
903,2017-09-09 10:30,2017-09-09 10:30,2017,9,KORL_GT3,KORL,Approved,Forced,44.1,FO,
904,2017-09-09 10:00,2017-09-09 10:00,2017,9,KORL_GT3,KORL,Cancelled By Market Participant,Forced,12.33,FO,
905,2017-09-20 6:00,2017-09-20 17:30,2017,9,AURICON_PNJ_U1,AURICON,Approved,Scheduled (Planned),190,Western Power is carrying Landwehr Terminal Maintenance which will result in unavailability ,
906,2017-09-02 20:30,2017-09-02 20:30,2017,9,PERTHENERGY_KORL_GT1,PUG,Approved,Forced,4.5,TES Report - constrained off MW's.,
907,2017-08-29 6:30,2017-08-29 6:30,2017,8,PERTHENERGY_KORL_GT1,PUG,Approved,Forced,53.7,TES Report - constrained off MW's.,
908,2017-08-29 7:00,2017-08-29 7:00,2017,8,PERTHENERGY_KORL_GT1,PUG,Approved,Forced,47.2,TES Report - constrained off MW's.,
909,2017-09-09 0:30,2017-09-09 0:30,2017,9,BW1_GREENWATERS_G2,GW,Approved,Forced,14,11MVar cap bank fault ,
910,2017-09-09 0:00,2017-09-09 0:00,2017,9,BW1_GREENWATERS_G2,GW,Approved,Forced,14,11MVar cap bank fault,
911,2017-09-05 14:00,2017-09-05 21:30,2017,9,BW1_GREENWATERS_G2,GW,Approved,Consequential,82,"Western Power Enar# 312727
Supply power outage",
912,2017-09-08 1:30,2017-09-08 5:00,2017,9,KORL_GT3,KORL,Approved,Forced,40.1,FO,
913,2017-09-08 1:00,2017-09-08 1:00,2017,9,KORL_GT3,KORL,Approved,Forced,32.08,FO,
914,2017-09-07 15:00,2017-09-07 15:00,2017,9,KORL_GT3,KORL,Approved,Forced,100.1,FO,
915,2017-09-02 13:00,2017-09-02 13:00,2017,9,PMC_AG,PMC,Approved,Forced,195.962,Operational issues caused real time forced outage.,
916,2017-09-03 0:30,2017-09-03 0:30,2017,9,PMC_AG,PMC,Approved,Forced,210.065,Operational issues caused real time forced outage.,
917,2017-08-28 16:00,2017-08-28 16:00,2017,8,AURICON_PNJ_U1,AURICON,Approved,Forced,69.533,Deviation during ramp up from outage,
918,2017-08-28 15:30,2017-08-28 15:30,2017,8,AURICON_PNJ_U1,AURICON,Approved,Forced,75.922,Deviation during ramp up from outage,
919,2017-08-28 15:00,2017-08-28 15:00,2017,8,AURICON_PNJ_U1,AURICON,Approved,Forced,119.452,Deviation during ramp up from outage,
920,2017-08-28 14:30,2017-08-28 14:30,2017,8,AURICON_PNJ_U1,AURICON,Approved,Forced,143,Return to service from outage delayed,
921,2017-08-28 14:00,2017-08-28 14:00,2017,8,AURICON_PNJ_U1,AURICON,Approved,Forced,143,Return to service from outage delayed,
922,2017-08-28 13:30,2017-08-28 13:30,2017,8,AURICON_PNJ_U1,AURICON,Approved,Forced,143,Return to service from outage delayed,
923,2017-08-28 13:00,2017-08-28 13:00,2017,8,AURICON_PNJ_U1,AURICON,Approved,Forced,143,Return to service from outage delayed,
924,2017-08-29 0:30,2017-08-29 0:30,2017,8,AURICON_PNJ_U1,AURICON,Approved,Forced,143,Return to service from outage delayed,
925,2017-08-29 0:00,2017-08-29 0:00,2017,8,AURICON_PNJ_U1,AURICON,Approved,Forced,143,Return to service from outage delayed,
926,2017-08-28 11:30,2017-08-28 11:30,2017,8,AURICON_PNJ_U1,AURICON,Approved,Forced,143,Return to service from outage delayed,
927,2017-08-28 11:00,2017-08-28 11:00,2017,8,AURICON_PNJ_U1,AURICON,Approved,Forced,143,Return to service from outage delayed,
928,2017-08-28 10:30,2017-08-28 10:30,2017,8,AURICON_PNJ_U1,AURICON,Approved,Forced,143,Return to service from outage delayed,
929,2017-08-28 10:00,2017-08-28 10:00,2017,8,AURICON_PNJ_U1,AURICON,Approved,Forced,143,Return to service from outage delayed,
930,2017-08-28 9:30,2017-08-28 9:30,2017,8,AURICON_PNJ_U1,AURICON,Approved,Forced,143,Return to service from outage delayed,
931,2017-09-01 22:00,2017-09-01 22:30,2017,9,TIWEST_COG1,TRMOS,Approved,Forced,31.44,Deviation from dispatch,
932,2017-08-31 10:00,2017-08-31 10:30,2017,8,TIWEST_COG1,TRMOS,Approved,Forced,35.36,Deviation from dispatch,
933,2017-08-30 8:30,2017-08-30 9:00,2017,8,TIWEST_COG1,TRMOS,Approved,Forced,28.54,Deviation from dispatch,
934,2017-08-31 4:30,2017-08-31 4:30,2017,8,AURICON_PNJ_U1,AURICON,Approved,Forced,9.032,PNJ U1 max output reduced due to ambient conditions.,
935,2017-09-01 17:30,2017-09-01 17:30,2017,9,PJRH_GT11,PJRH,Approved,Forced,69.6,FO,
936,2017-09-04 13:00,2017-09-04 13:00,2017,9,PJRH_GT11,PJRH,Approved,Forced,58,FO,
937,2017-09-03 17:30,2017-09-05 0:30,2017,9,PJRH_GT11,PJRH,Approved,Forced,116,FO,
938,2017-09-02 18:00,2017-09-02 18:00,2017,9,PJRH_GT11,PJRH,Approved,Forced,85.066,FO,
939,2017-09-02 18:00,2017-09-02 18:00,2017,9,PJRH_GT11,PJRH,Cancelled By Market Participant,Forced,116,FO,
940,2017-10-07 17:30,2017-12-07 17:30,2017,10,COLLGAR_WF1,COLLGAR,Approved,Scheduled (Planned),243.956,Steam turbine and gas turbine outage,
941,2017-09-07 10:00,2017-09-07 13:30,2017,9,KORL_GT3,KORL,Approved,Opportunistic Maintenance (Planned),100.1,DAOM,
942,2017-09-08 8:00,2017-09-15 7:30,2017,9,MELK_G7,MELK,Approved,Forced,55,Safety Issues,
943,2017-09-08 8:00,2017-09-15 7:30,2017,9,MELK_G7,MELK,Approved,Forced,55,Safety Issues,
944,2017-09-08 8:00,2017-09-15 7:30,2017,9,MELK_G7,MELK,Approved,Forced,55,Safety Issues,
945,2017-09-08 8:00,2017-09-15 7:30,2017,9,MELK_G7,MELK,Approved,Forced,55,Safety Issues,
946,2017-10-26 8:00,2017-10-27 11:30,2017,10,AURICON_PNJ_U1,AURICON,Approved,Scheduled (Planned),143,Energy Safe WA - Gas Inspector - Isolation Valves.,
947,2017-10-26 7:00,2017-10-27 21:30,2017,10,AURICON_PNJ_U1,AURICON,Approved,Scheduled (Planned),143,Energy Safe WA - Gas Inspector - Isolation Valves.,
948,2017-09-06 19:00,2017-09-22 16:00,2017,9,MELK_G7,MELK,Approved,Forced,73.238,Partial forced outage - Unit load restricted to 270MW.,
949,2017-09-07 22:00,2017-09-22 16:00,2017,9,MELK_G7,MELK,Approved,Scheduled (Planned),270,Full outage for boiler inspection and maintenance,
950,2017-09-02 4:30,2017-09-02 4:30,2017,9,AUXC_WGP,AUXC,Approved,Forced,16.16,Boiler #1 Trip.,
951,2017-09-02 4:00,2017-09-02 4:00,2017,9,AUXC_WGP,AUXC,Approved,Forced,19.87,Boiler #1 Trip.,
952,2017-09-02 3:30,2017-09-02 3:30,2017,9,AUXC_WGP,AUXC,Approved,Forced,21,Boiler #1 Trip.,
953,2017-09-03 13:30,2017-09-03 14:00,2017,9,BW1_GREENWATERS_G2,GW,Approved,Forced,16,Derailed box cart,
954,2017-08-25 18:30,2017-08-26 3:00,2017,8,MELK_G7,MELK,Approved,Forced,343.238,forced outage due to unit trip,
955,2017-08-25 18:00,2017-08-25 18:00,2017,8,MELK_G7,MELK,Approved,Forced,157.385,Pro rata forced outage due to unit trip,
956,2017-09-02 3:00,2017-09-02 3:00,2017,9,AUXC_WGP,AUXC,Approved,Forced,21.78,Boiler #1 Trip.,
957,2017-09-02 2:30,2017-09-02 2:30,2017,9,AUXC_WGP,AUXC,Approved,Forced,23.92,Boiler #1 Trip.,
958,2017-09-02 2:00,2017-09-02 2:00,2017,9,AUXC_WGP,AUXC,Approved,Forced,22.87,Boiler #1 Trip.,
959,2017-09-02 1:00,2017-09-02 1:30,2017,9,AUXC_WGP,AUXC,Approved,Forced,26,Boiler #1 Trip.,
960,2017-09-02 12:30,2017-09-02 12:30,2017,9,AUXC_WGP,AUXC,Approved,Forced,22.78,Boiler #1 Trip.,
961,2017-08-26 17:30,2017-08-26 17:30,2017,8,AURICON_PNJ_U1,AURICON,Approved,Forced,81.821,Unit slow to ramp down before outage.,
962,2017-08-26 19:00,2017-09-06 18:30,2017,8,MELK_G7,MELK,Approved,Forced,73.238,Partial forced outage - Unit load restricted to 270MW.,
963,2017-08-26 18:30,2017-08-26 18:30,2017,8,MELK_G7,MELK,Approved,Forced,19.53,Pro-rata partial forced outage - Unit load restricted to 270MW from 18:52.,
964,2017-08-29 2:00,2017-08-29 2:30,2017,8,BW1_GREENWATERS_G2,GW,Approved,Forced,41, Gt2 Fire panel fault,
965,2017-09-01 0:00,2017-09-08 7:30,2017,9,MELK_G7,MELK,Approved,Forced,55,Safety Issues,
966,2017-09-01 0:00,2017-09-08 7:30,2017,9,MELK_G7,MELK,Approved,Forced,55,Safety Issues,
967,2017-09-01 0:00,2017-09-08 7:30,2017,9,MELK_G7,MELK,Approved,Forced,55,Safety Issues,
968,2017-09-01 0:00,2017-09-08 7:30,2017,9,MELK_G7,MELK,Approved,Forced,55,Safety Issues,
969,2017-08-31 8:00,2017-08-31 9:30,2017,8,MELK_G7,MELK,Approved,Forced,211,Boiler Repairs,
970,2017-08-23 18:00,2017-08-23 18:00,2017,8,PERTHENERGY_KORL_GT1,PUG,Approved,Forced,6.7,TES Report - constrained off MW's.,
971,2017-08-27 18:00,2017-08-27 20:30,2017,8,MELK_G7,MELK,Approved,Forced,5,ID fan capacity,
972,2017-08-28 7:30,2017-08-28 7:30,2017,8,MELK_G7,MELK,Approved,Forced,4,PA fan capacity,
973,2017-08-21 15:00,2017-08-21 15:30,2017,8,TIWEST_COG1,TRMOS,Approved,Forced,35.07,Deviation from dispatch,
974,2017-09-01 8:00,2017-09-02 7:30,2017,9,MELK_G7,MELK,Approved,Opportunistic Maintenance (Planned),7,Load Derate,
975,2017-09-02 8:00,2017-09-08 8:00,2017,9,MELK_G7,MELK,Approved,Scheduled (Planned),7,Load Derate,
976,2017-08-29 15:30,2017-08-29 15:30,2017,8,AUXC_WGP,AUXC,Approved,Forced,9.24,Software upgrade of GT,
977,2017-08-29 10:30,2017-08-29 15:00,2017,8,AUXC_WGP,AUXC,Approved,Forced,26,Software upgrade of GT ,
978,2017-08-26 18:00,2017-08-26 21:00,2017,8,MELK_G7,MELK,Approved,Forced,9,Boiler capacity,
979,2017-08-25 7:00,2017-08-25 7:00,2017,8,MELK_G7,MELK,Approved,Forced,5,Boiler capacity,
980,2017-08-26 20:00,2017-08-26 21:00,2017,8,MELK_G7,MELK,Approved,Forced,11,PA fan capacity,
981,2017-08-26 18:00,2017-08-26 19:30,2017,8,MELK_G7,MELK,Approved,Forced,20,PA fan capacity,
982,2017-08-25 18:00,2017-08-25 21:30,2017,8,MELK_G7,MELK,Approved,Forced,19,PA fan capacity,
983,2017-08-25 7:00,2017-08-25 7:00,2017,8,MELK_G7,MELK,Approved,Forced,6,PA fan capacity,
984,2017-08-24 18:00,2017-08-24 19:30,2017,8,MELK_G7,MELK,Approved,Forced,6,PA fan capacity,
985,2017-08-24 7:00,2017-08-24 7:00,2017,8,MELK_G7,MELK,Approved,Forced,3,PA fan capacity,
986,2017-08-26 18:00,2017-08-26 21:00,2017,8,MELK_G7,MELK,Approved,Forced,11,ID fan capacity,
987,2017-08-20 18:30,2017-08-20 21:30,2017,8,MELK_G7,MELK,Approved,Forced,5,ID fan capacity,
988,2017-08-19 20:00,2017-08-19 20:00,2017,8,MELK_G7,MELK,Approved,Forced,12,ID fan capacity,
989,2017-08-18 20:00,2017-08-18 21:30,2017,8,MELK_G7,MELK,Approved,Forced,12,ID fan capacity,
990,2017-09-01 8:00,2017-09-16 7:30,2017,9,MELK_G7,MELK,Rejected,Scheduled (Planned),55,Unit Outage,
991,2017-09-01 8:00,2017-09-16 7:30,2017,9,MELK_G7,MELK,Rejected,Scheduled (Planned),55,Unit Outage,
992,2017-09-01 8:00,2017-09-16 7:30,2017,9,MELK_G7,MELK,Rejected,Scheduled (Planned),55,Unit Outage,
993,2017-09-01 8:00,2017-09-16 7:30,2017,9,MELK_G7,MELK,Rejected,Scheduled (Planned),55,Unit Outage,
994,2017-08-29 17:00,2017-08-31 7:30,2017,8,MELK_G7,MELK,Approved,Forced,11,Boiler Repairs,
995,2017-08-29 8:30,2017-08-29 8:30,2017,8,AUXC_WGP,AUXC,Approved,Forced,26,Shutdown for software upgrade,
996,2017-08-29 20:00,2017-08-29 20:00,2017,8,AUXC_WGP,AUXC,Approved,Forced,8.47,Commission GT after software upgrade,
997,2017-09-04 8:00,2017-09-05 15:30,2017,9,PJRH_GT11,PJRH,Approved,Scheduled (Planned),127,Exh Insp,
998,2017-08-30 0:30,2017-08-29 14:00,2017,8,MWF_MUMBIDA_WF1,MCG,Approved,Forced,55,FO,
999,2017-08-24 8:00,2017-08-24 13:30,2017,8,MWF_MUMBIDA_WF1,MCG,Approved,Forced,55,FO,
1000,2017-08-29 9:30,2017-08-29 9:30,2017,8,PJRH_GT11,PJRH,Approved,Forced,105.833,FO,
1001,2017-08-24 0:00,2017-08-23 15:30,2017,8,MWF_MUMBIDA_WF1,MCG,Approved,Forced,40,FO,
1002,2017-08-29 12:00,2017-08-29 9:00,2017,8,PJRH_GT11,PJRH,Approved,Forced,127,FO,
1003,2017-08-22 10:30,2017-08-23 11:00,2017,8,MWF_MUMBIDA_WF1,MCG,Approved,Forced,40,FO,
1004,2017-08-21 18:00,2017-08-22 10:00,2017,8,MWF_MUMBIDA_WF1,MCG,Approved,Forced,52.5,FO,
1005,2017-08-22 0:30,2017-08-21 17:30,2017,8,MWF_MUMBIDA_WF1,MCG,Approved,Forced,55,FO,
1006,2017-08-22 0:00,2017-08-22 0:00,2017,8,MWF_MUMBIDA_WF1,MCG,Approved,Forced,27.5,FO,
1007,2017-08-23 0:00,2017-08-23 0:00,2017,8,MWF_MUMBIDA_WF1,MCG,Cancelled By Market Participant,Forced,27.5,FO,
1008,2017-08-29 4:00,2017-08-31 7:30,2017,8,MELK_G7,MELK,Approved,Forced,200,Boiler Repairs,
1009,2017-08-17 9:00,2017-08-17 17:30,2017,8,COLLGAR_WF1,COLLGAR,Approved,Opportunistic Maintenance (Planned),206,Upgrade of Collgar PPC Software,
1010,2017-08-17 17:30,2017-08-17 21:30,2017,8,AURICON_PNJ_U1,AURICON,Approved,Forced,190,Operational issues caused real time forced outage.,
